ID	Tweet	anger	disgust	fear	joy	sadness	surprise
2018-En-00218	Well done to all the year 6's at @HarlescottJrSch in their leavers concert today you were #amazing #confident #funny #notadryeyeinthehouse 😍	0	0	0	1	0	0
2018-En-02409	Said it once and I'll probably say it again, anything more depressing than making your sandwiches for work the next day #cry	0	0	0	0	1	0
2018-En-03585	I panic when someone says: 'I need to talk to you'.	0	0	1	0	0	0
2018-En-03813	Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......	1	0	0	0	0	0
2018-En-01664	Apologies don't have to be sincere. They make great place holders while you quietly harbor rage and plot adequate revenge.#TuesdayMotivation	1	0	0	0	0	0
2018-En-02076	The best revenge ever....is success👌👊💪	0	0	0	1	0	0
2018-En-01811	'She's alway been an achiever'\nI feel like I'm not.\n #thoughts 	0	0	0	0	1	0
2018-En-00386	Don't start anything prematurely, even when u do learn your lesson early enough, know when it's just ur fears or when u need to back it up	0	0	1	0	0	0
2018-En-03418	The excitement I get when I see tipping point is on tv is rather sad	0	0	0	0	1	0
2018-En-03049	@gammarus @Steel_Con @Scott_Helme People know your serious now brother! #awesome	0	0	0	1	0	0
2018-En-00282	I need this hair done !! I prob will do it the next time I'm off . But good morning 😘	0	0	0	1	0	0
2018-En-01632	Feeling blind. New specs please? 😰	0	0	0	0	1	0
2018-En-03883	@SwaggyTstahl @icedawg_37 Why is this even a thing? #lost	0	0	0	0	1	0
2018-En-00854	Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing	0	0	0	0	1	0
2018-En-03609	@YummyMummiesAU LOL 😍 This show is so funny	0	0	0	1	0	0
2018-En-02543	@pitchblacksteed Nana's death in the Royle Family 😢	0	0	0	0	1	0
2018-En-02165	@VP Prayers for them as they grieve the loss of their loved ones. 💔	0	0	0	0	1	0
2018-En-01055	Importing shit is not new. If you want it, take the steps necessary to get it. But don't sit and pout over Japan doing what it's ALWAYS done	1	0	0	0	0	0
2018-En-00793	@Haynsie75 Support Qld and you'd never be #angry	1	0	0	0	0	0
2018-En-01089	My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile	0	0	0	1	0	0
2018-En-02986	@TheFactsBook @CoolestLifeHack not deep. I'ts called depression and psycologists can help	0	0	0	0	1	0
2018-En-02793	When angry, do not sin; do not ever let your wrath (your exasperation, your fury or indignation) last until the sun goes down. Eph.4:26	1	0	0	0	0	0
2018-En-01884	Is it weird to look at your creative work and not know if it looks good or not? 🤷🏻‍♀️ Does this even make sense? #😂 #design #EclipseDay	0	0	0	1	0	0
2018-En-00767	Carlsbad #Rouladen is one #delicious, hearty, home-style dish! Stop by and let us know how you like it! #getdtl #ldnont #chaucers #marienbad	0	0	0	1	0	0
2018-En-01184	@Sethrogen HUGE fan of your work!!! But tell me how baked were you guys when y'all came up with the Sausage Party idea?? #hilarious	0	0	0	1	0	0
2018-En-01382	ugh going to college tm, so nervous.   #college #life #collegelife #newyearnewme	0	0	1	0	0	0
2018-En-03113	I miss my friends so badly 😢	0	0	0	0	1	0
2018-En-04172	discouraged	0	0	0	0	1	0
2018-En-02837	Be strong. Stay positive. Make them wonder how you're still smiling.	0	0	0	1	0	0
2018-En-02576	@1stripthetitles There are so many people who will never give up until justice is seen to be done. #Stripthetitles 	1	0	0	0	0	0
2018-En-02596	@Afi_licious I have at 7am so I have to get up around 5am to get ready! N also 7am classes are never pleasant 😭	0	0	0	0	1	0
2018-En-03806	im trying to stop being a bitter, easily annoyed bitch. lets see how this goes	1	0	0	0	0	0
2018-En-03292	Is @Tonysuniverse on Fourth of July holiday in his mind?\nOr is the heatwave getting to him, ha?\nGOTTA use your mic! 😀\nThanks for the giggle!	0	0	0	1	0	0
2018-En-02894	Today is a 'stay on bed ' day.  So snuggling up with Casey. I couldn't sleep last night.  #panicatracks	0	0	1	0	0	0
2018-En-02844	By the lack of cheers for cozart when he was announced, one would assume people don't know who the reds are. #cincysports #depressing	0	0	0	0	1	0
2018-En-02193	@LivUniLibrary the only enjoyment I have at the moment, that is how sad my life is	0	0	0	0	1	0
2018-En-02977	People look the other way rather than to stick to what is right and just. #sadthought #dismayed	0	0	0	0	1	0
2018-En-04128	A little positivity for a dreary Tuesday.  From my little jar of positivity now available in my #Etsy store #selfhelp #HandmadeHour #anxiety	0	0	1	0	0	0
2018-En-03674	New Lyft User? Use code to get credit: INVITES #Hey coupon clippers! #cheery #LyftNOW	0	0	0	1	0	0
2018-En-02161	There's loads to be #grateful for. Start by just looking in the mirror 💞✨ #ThursdayThoughts	0	0	0	1	0	0
2018-En-03666	No one can provoke you. No one can make you happy or unhappy. You are the one in control.	0	0	0	1	0	0
2018-En-01569	Rin might ever appeared gloomy but to be a melodramatic person was not her thing.\n\nBut honestly, she missed her old friend. The special one.	0	0	0	0	1	0
2018-En-03771	Karma is real bitch 🖕🏼you can't just be mean and do horrid things without paying the price 😂	1	0	0	0	0	0
2018-En-01402	@jojo110110 @kenanbailey Told you ! It's basically another iron man but a cheaper version 😂	0	0	0	1	0	0
2018-En-01385	@_antithesis_1 @saikatd Don't insult donkeys	1	0	0	0	0	0
2018-En-02795	#PMDD symptoms: Feelings of #sadness or #despair, or even thoughts of suicide.	0	0	0	0	1	0
2018-En-00225	@Ra_Bies Even #ganja suppliers r also rejoicing with #bandbaja	0	0	0	1	0	0
2018-En-00699	The good thing about being a pessimist is that when I have low expectations all the time, I am pleasantly surprised more often. #pessimist	0	0	0	0	1	0
2018-En-04288	@somirlh I'm strong enough,somi-yaa ㅠㅠ\nDon't cry 😂	0	0	0	0	1	0
2018-En-03153	@tarabrazil2 Guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter	0	0	0	1	0	0
2018-En-00742	This nightmare is nearly over gang gang gang	0	0	1	0	0	0
2018-En-00342	Hey @ShutdownSafety would it be safe to assume that this is the most disappointing #madden in years in your opinion?	0	0	0	0	1	0
2018-En-00197	@burnsjeanie @laurawilshaw_ @_heyitsnic0la @katyjane_ @jesseveson @Tomilicious12 @MichaelCollabro Haha..yes he does! 🤣	0	0	0	1	0	0
2018-En-00896	I think about you when I'm drunk, but can't stand the thought of you when I'm sober.	0	1	0	0	0	0
2018-En-03558	really wanna dye me hair a bright colour but iv spent all this time growing the dye out	0	0	1	0	0	0
2018-En-01548	@itscxelsea Whats more sad are the adults who continue to do it afterwards	0	0	0	0	1	0
2018-En-02971	@MST3K Punt Bunnies, the only #bunnies you can #punt , #love #laughing #whoisSteveSmith	0	0	0	1	0	0
2018-En-01672	#GameOfThones how can you top that next week #heartbreaking	0	0	0	0	1	0
2018-En-03106	@RobloxDjWest Nice to hear that birds 'chrip' instead of chirp 🙃🌚	0	0	0	1	0	0
2018-En-00439	@film_girl @BestBuy I got the 'currently not available for online purchase.' #cry	0	0	0	0	1	0
2018-En-03136	@brrttcnln I don't suppose you've figured out how to get the extra boxes on the wrath of cortex?	0	0	0	0	0	1
2018-En-00519	@piersmorgan Not just SATS. GCSE as well lost 5 marks because missed a coma, answer correct #annoyed	1	0	0	0	0	0
2018-En-01848	i have a constant underlying worry or fear that ill start liking someone who uses the XD face	0	0	1	0	0	0
2018-En-02205	Usually the things you are most #afraid of are the most #worthwhile. #FACT #TeamFollowBack #rocktheretweet	0	0	1	0	0	0
2018-En-02087	#Goals 'Too many of us are not living our dreams because we are living our #fears. ' --Les Brown #success	0	0	1	0	0	0
2018-En-03484	Happy #worldfringeday I can't think of a more appropriate year to perform at the @edfringe for the first time with @CultureClashUK 	0	0	0	1	0	0
2018-En-02367	@SaidTheSky @DasEnergiFest @mitchell_thayne Bro, you should be #smiling you're bring all of us smiles. Share the experience #together	0	0	0	1	0	0
2018-En-00563	No legit though this is my first ever experience and it's when I don't wear makeup so was pretty ironic tbh #giggle but no ta pal	0	0	0	1	0	0
2018-En-02043	Late dinner with my dad and fam in the mountains. I'm having an appetizer consisting of pop tarts and coffee. #delightful	0	0	0	1	0	0
2018-En-01380	@MGBarbieri @SpalkTalk And just saw your LinkedIn comment after I sent this! Thanks for the message 😀	0	0	0	1	0	0
2018-En-03980	And all the bullshit in your live ends and nothing will bother you ever again #depression	0	0	0	0	1	0
2018-En-01879	Dont sink to the level of those who insult you. Rather, rise to the level of those who inspire you. Deliver result, not insult	1	0	0	0	0	0
2018-En-02403	@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful 	0	0	0	1	0	0
2018-En-01912	@FilY0 @VPPilipinas @lenirobredo You are in dire need of therapy.	0	1	0	0	0	0
2018-En-00395	@realDonaldTrump The GOP controls the Senate. Blaming the Dems seems #sad.	0	0	0	0	1	0
2018-En-04168	Can't sleep? Slip on your Pickle Shoes and take a jog so you can forget about your sadness. #insomnia   #nightwalks #shoe	0	0	0	0	1	0
2018-En-01103	hey @nestle what happened to the strawberry and black current ones 🙁	0	0	0	0	1	0
2018-En-03848	shaft abrasions from panties merely shifted to the side\n\n#theoldsideshift #annoyance #humansoflatecapitalism	1	0	0	0	0	0
2018-En-02583	@dpm0319 So funny!!!!!!!!! #lol   #clever	0	0	0	1	0	0
2018-En-04019	Are you #depressed? There is #hope. Keep going #forward and don't give up. There's always a reason to keep going - find it 	0	0	0	0	1	0
2018-En-00484	Time to get my dreads back I miss them 😩😩 #dread head #girlswithdreads	0	0	0	0	1	0
2018-En-01454	I smile	0	0	0	1	0	0
2018-En-01058	I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my #despair?	0	0	0	0	1	0
2018-En-01938	My visit to hospital for care triggered #trauma from accident 20+yrs ago and image of my dead brother in it. Feeling symptoms of #depression	0	0	0	0	1	0
2018-En-00567	@bulbamyeon @joonmyuni Yes I also wrote to them cause my friend was getting nervous about it. Hope we get what we want &gt;&lt;	0	0	1	0	0	0
2018-En-03543	Felt like a lost soul in front of @katetempest, shivering more than ever #nowordstodescribe #emotional #beautiful #festival #aufoindelarue	0	0	0	1	0	0
2018-En-04096	Boom pagod 😡	1	0	0	0	0	0
2018-En-03211	@RealRobFowler @BatTheMusical Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 🦇	0	0	0	1	0	0
2018-En-03600	Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw	0	0	0	0	0	1
2018-En-01894	A coworker took my eclipse glasses, her keys, her phone, and my lunch money. #scared	0	0	1	0	0	0
2018-En-00375	We are all in this together and we #sink together or we #swim together	0	0	0	1	0	0
2018-En-03887	Find research about terrorism over time and around the world; extremist and terrorist groups.	0	0	1	0	0	0
2018-En-03694	I've got 5 mins to get to work 😂	0	0	1	0	0	0
2018-En-02631	@ThomasSanders I am having anxiety right now because I don't know it's gonna happen	0	0	1	0	0	0
2018-En-00121	What happens if I get lost? Hmm I think I shall return tho 📌	0	0	1	0	0	0
2018-En-04292	I love being outside right before sunrise/after sunset because the sky is so bright blue and it brings me peace	0	0	0	1	0	0
2018-En-00906	@kristeen_battle Your AVI♥♥♥A-one #smile #hairstyle #pretty	0	0	0	1	0	0
2018-En-01016	@JustinOEarlwood #awesome news for the blues	0	0	0	1	0	0
2018-En-03135	@Shaftesbury_LRC Genius! Love the poster 😃. The #excitement is on for next Monday 😃	0	0	0	1	0	0
2018-En-02415	Roses are pine green buttercups are aliceblue sugar is sweet and so on	0	0	0	1	0	0
2018-En-01331	This is the day the Lord hath made! I will rejoice &amp; be glad in it!	0	0	0	1	0	0
2018-En-02622	@DannyMcguire6 sad day Danny 😓you have been and still are a true Leeds rhino you have been brilliant at the club I will miss you	0	0	0	0	1	0
2018-En-03235	Considering I am 101% fine with getting tattoos, blood tests terrify me and I AM HAVING TO GET ONE AAAAAHHHH	0	0	1	0	0	0
2018-En-04357	They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos	0	0	0	0	1	0
2018-En-00368	AED Adjusting, sent 4 people to a tiny home to nitpick, fob us off only to leave for a discussion about what to do.  #endofmytether	0	1	0	0	0	0
2018-En-02883	When you miss a call from @ThisisiRadio #devastated 😭 I'm trying not to #cry 😭	0	0	0	0	1	0
2018-En-03628	(I've been shaking for the last 30 minutes, I've steadied to the point where I can type again lmao)	0	0	1	0	0	0
2018-En-02284	reminds me a little of Monster (though on a tiny scale) and it has one of the most genuinely horrific villains I've ever seen	0	0	1	0	0	0
2018-En-00211	@washingtonpost Mr. Trump strongly  believes he will be the greatest President after Lincoln in history books. He lacks restraint. #laughing	0	0	0	1	0	0
2018-En-02896	Welp.. I hope y'all don't have animosity towards me &amp; find this new one. 🙇🏽‍♀️	0	0	0	1	0	0
2018-En-02460	It's arrived and can't wait to read and learn! #specialneedsandlegalentitlement 2nd edition. If it's as good as the 1st edition 	0	0	0	1	0	0
2018-En-00244	i love his smile	0	0	0	1	0	0
2018-En-01681	Haven't been on a holiday abroad in two years how depressing is that btw☹️	0	0	0	0	1	0
2018-En-00328	@WthrmnSlaughter whew! I was nervous!! 🙌🏽🙌🏽	0	0	1	0	0	0
2018-En-00867	@BBCNews @theresa_may 'I'm dismayed at the UK decision to pull out of the EU and I've urged May to rejoin' - EUropean leaders 😉	1	0	0	0	0	0
2018-En-00625	A #happy woman is always ., A #beautiful woman !😊😇\n#womanhood #beingwoman.	0	0	0	1	0	0
2018-En-04267	I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my ?	0	0	0	0	1	0
2018-En-03229	@pattrice It's a bit sad really. You'd think that he/she/it had something better to do, wouldn't you?	0	0	0	0	1	0
2018-En-01264	I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless	0	0	0	1	0	0
2018-En-01736	Girls dmme your snap chat account	0	1	0	0	0	0
2018-En-02290	My mom's Puerto Rican. That's why i'm so lively and colorful.	0	0	0	1	0	0
2018-En-02036	they stopped selling moogle dr pepper at kaufland 😦 good thing i have the cloud already	0	0	0	0	1	0
2018-En-02223	@mandersonmsp84 @jamadoria I'm in tears. This is so heartbreaking 😭	0	0	0	0	1	0
2018-En-00265	I have to be completely honest, this era triggered my anxiety quite a lot... the things Hayley talk about is what I have a big fear in...	0	0	1	0	0	0
2018-En-03968	Bring back the scratch and sniff Avon books. Then yer da sells Avon wouldn't even be an insult	1	0	0	0	0	0
2018-En-01154	LEO TRAITS: Strengths: Creative, passionate, generous, warm-hearted, cheerful, humorous	0	0	0	1	0	0
2018-En-00012	Psalm 2:12 Kiss the Son, lest He be angry, And you perish in the way, When His wrath is kindled but a little.	1	0	0	0	0	0
2018-En-02294	@jnyalero @BelAkinyii Eng.R  u call a spade a spade if u were good lets all mourn but if you not pop a bottle and say good riddace	0	0	0	0	1	0
2018-En-01694	@morganwill_x @ITV @georgiadavies73 It's back to haunt us	0	0	1	0	0	0
2018-En-03661	'Hello, World' program's finally ready for GitHub 😊	0	0	0	1	0	0
2018-En-01021	No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak	0	0	0	0	1	0
2018-En-03048	i think i'll be sad from today until 357632477 years later....im not getting over this sadness	0	0	0	0	1	0
2018-En-02853	Just finished playing Mystic Messenger. And I didnt expect the amount of angst in it! 〒▽〒\n #mysticmessenger #feels 	0	0	0	0	0	1
2018-En-03090	#Work not to 	0	0	0	0	1	0
2018-En-03119	is joy okay??? she looked really breathless on stage...	0	0	1	0	0	0
2018-En-03044	@sapphixy Goddess, that poor girl 🙁	0	0	0	0	1	0
2018-En-01062	Words may sting. But silence is what breaks the heart.	0	0	0	0	1	0
2018-En-01074	Instead of asking #blessing from GOD the Father, remain #engaged on #pilgrimage of remembrance. Never get #tired on spiritual pilgrimage.	0	0	0	1	0	0
2018-En-01953	@EdelMHennessy @DrBron The people worth knowing never behave like that, so methinks it's a bit of denial and resentment	1	0	0	0	0	0
2018-En-00719	#happy #birthday #day trip #great day #super nice weather #blue sky #good mood #fun #love #ice cream #lycklig #födelsedag #öland	0	0	0	1	0	0
2018-En-02518	I didn't give @chelsopat @s0ccer15 credit for bringing me chocolate milk so here it is 🙏🏼 #grateful	0	0	0	1	0	0
2018-En-02661	Looking up some phone prices online and it just saddens me even more 😧 	0	0	0	0	1	0
2018-En-01134	Shall rest by day, a fiery gleam by night;	0	0	0	1	0	0
2018-En-03293	@ScarletteDrake OMG poor you! It happened to me last summer. I saw my under skin 😰	0	0	0	0	1	0
2018-En-02790	@btsportfootball he will haunt RM in the CL	0	0	1	0	0	0
2018-En-02283	Most condemn, some protest and few revenge, it takes guts. That's all. \r#AmarnathTerrorAttack #Hindu #Kashmir #RajnathSingh #Modi #Ninda	1	0	0	0	0	0
2018-En-00324	Guys I just went long on eclipse glasses stock. #investor #takesmoneytomakehoney  #imsosmart #TotalEclipseOfTheHeart	0	0	0	1	0	0
2018-En-01828	@NEXXhelmets @REVIT thank you guys! It is a #pleasure and an #honor to work with you on the @_Tea2wine_ expedition 💯%‼️👊 🏍️🌍	0	0	0	1	0	0
2018-En-03215	I'm too scare to start a conversation	0	0	1	0	0	0
2018-En-03607	@call_me_salome I really, really hope my kidney holds up 	0	0	1	0	0	0
2018-En-01189	My hittas a shake the spot if I point my finger	0	1	0	0	0	0
2018-En-01515	it confuses me how burning man people seem to legitimately think they invented camping	0	1	0	0	0	0
2018-En-02994	First pumpkin coffee of the season this morning! Thank you @DunkinDonuts for an automatic good day! 🎃 #ecstatic #pumpkineverything	0	0	0	1	0	0
2018-En-04367	Lyft app is giving you $50 to use free, enter code DUSK #Who doesn't love a great deal!?  #SAVE	0	0	0	1	0	0
2018-En-01680	The best kind of self harm is through the mind #depression	0	0	0	0	1	0
2018-En-00059	#broke #sadness who is ready to #donate 5$ for me via paypal ?\nSend it to info2drag@gmail.com\n#humans #help #helpmeout #helpme #donate	0	0	0	0	1	0
2018-En-00542	Everyone loves #horror #monster #zombies #clown #scary #Dracula #frankenstein #DarkSouls #darkside #IT #Metal	0	0	1	0	0	0
2018-En-00098	@IRP1916 do you have the first peppa pig vid with come out ye black and tans handy? obviously lost online with the old page :(	0	0	0	0	1	0
2018-En-01164	Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions	0	0	0	1	0	0
2018-En-02115	Our guidance counselor told us to start preparing for the entrance exam in different universities and I'm so nervous and tense	0	0	1	0	0	0
2018-En-02835	get u a goofy shorty w/ a big heart &amp; a anger problem..	1	0	0	0	0	0
2018-En-03416	@SkyNews @CNN @cnnbrk watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa	0	0	0	1	0	0
2018-En-01486	@Shirley_Sein who is that? 😧	0	0	0	0	0	1
2018-En-04194	@CallumOBrien3 @PlymouthHerald Getting common place now I'm afraid ... even getting the 'on this day ' articles repeated ... !	0	0	1	0	0	0
2018-En-00691	Found out the peraon i liked wanted to that someone else #sadness	0	0	0	0	1	0
2018-En-00058	@thefinalwoman Yes! Mermaids and Scarecrows in short supply in #horror genre.	0	0	1	0	0	0
2018-En-03786	Knew Tulip was hiding something but I never would have guessed that she was married 😧 #Preacher	0	0	0	0	0	1
2018-En-03021	OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad	0	0	0	0	1	0
2018-En-01467	@RosieHale Bro no you don't you'll be so dissapointed in me 😂 il let you read it next time you're down here tho 💁	0	0	0	0	1	0
2018-En-03702	You dont even feel like talking to someone and suddenly there comes someone whom you can spend hours talking , laughing , cheering 💕	0	0	0	1	0	0
2018-En-03365	Myatt &amp; Smith open the batting! 12 from the first over. #great start	0	0	0	1	0	0
2018-En-03711	@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.	0	0	0	1	0	0
2018-En-02385	I've lost many things, but earned many more. #grateful	0	0	0	1	0	0
2018-En-02258	see me #smiling at my #past like what was I thinking? \nFind #rest oh my #soul d #seas ń #storms still know HIS name. \n#JESUS\n#iLoveJesus	0	0	0	1	0	0
2018-En-01670	Some days are better than others! ☺️\n\n#life #days #DifferentIsBetter #different #happiness #sadness #tired #poorly #sick #hurt #pain #health	0	0	0	0	1	0
2018-En-02779	@glovesandtricks Me too! His eyebrow?? Ffff will haunt me forever	0	0	1	0	0	0
2018-En-03963	every time i think abt hobi crying i start crying	0	0	0	0	1	0
2018-En-03497	It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊	0	0	0	1	0	0
2018-En-01317	@tonyposnanski Putin told him not to.  #heylookatthedistraction	0	1	0	0	0	0
2018-En-02751	This time tomorrow I'll be at the airport for the first trek of my journey to America 👀  #alone	0	0	0	0	1	0
2018-En-01381	When you dread going to work early in the morning but you always come back home happy &amp; smiling 💕 #goodday 😎	0	0	0	1	0	0
2018-En-01752	@lc_bradley @MarvMach @OxfordPlayhouse I know *that* - I *mean* Emma Rice's Wise Children!!! #angelacarter #panic	0	0	1	0	0	0
2018-En-00750	Man, don't believe the hype, this #DJKhaled comp is garbage. #sad #terrible #trumpofhiphop	0	0	0	0	1	0
2018-En-00787	@KokuKokuBoo It's kay. They were my main healer/caster in HW...but not for SB (for now) sadly.	0	0	0	0	1	0
2018-En-01595	I've been awake for 451 days 23 hours and I'm sleepy and tired #weary #raspberrypi #nodered #bot #iot #sunshinecoast	0	0	0	0	1	0
2018-En-03745	@allthestations Don't worry, no more Pacers by the time you get to Scotland. :D	0	0	0	1	0	0
2018-En-02250	@Guerrilla I wished.. 😭	0	0	0	0	1	0
2018-En-01157	salt + bleach + boiling water = horrible chlorine smell across the whole house\n\ngood job me	0	1	0	0	0	0
2018-En-04308	i'll have my own apartment and not have to sneak alcohol into my dorm room or worry about being loud #blessed	0	0	0	1	0	0
2018-En-00802	@sydboyd_ It used to scare me too...  But it's better this way.	0	0	1	0	0	0
2018-En-02562	There is much in the world to make us #afraid. There is much more in our faith to make us #unafraid.	0	0	1	0	0	0
2018-En-02136	Life is too short to hide your feelings. Don't be afraid to say what you feel.	0	0	1	0	0	0
2018-En-02450	Whoops! I see (&lt;---) it's time to move on to the news. Grab your ☕️, &amp; lets head out &amp; see (&lt;---) what 🔥's are burning today.	0	0	0	1	0	0
2018-En-01986	Hello puss! Puss puss puss! Don't be afraid!	0	0	1	0	0	0
2018-En-03500	I'm blessed with a wonderful older sister I'm so happy	0	0	0	1	0	0
2018-En-03689	@responficient11 there would likely have been signs. But let her grieve. It's not your yen yen yen, after all.	0	0	0	0	1	0
2018-En-00083	@insurextech   Do you have complete control over your website and twitter account again.  We're nervous and uneasy on ico day.	0	0	1	0	0	0
2018-En-01110	Do not judge between people when you are .	0	1	0	0	0	0
2018-En-01277	@TheGrottoPod @bquinnterest 1,349 for me, but a new day dawns on my child's futon. 	0	0	0	0	1	0
2018-En-00376	@iamjannn And life is a nightmare	0	0	1	0	0	0
2018-En-01914	things that terrify me: remembering my bf follows me on twitter	0	0	1	0	0	0
2018-En-02323	A person #hates u for 1 of 3 reasons. They 1) want 2b U; 2) #hate themselves. 3) C U as a #threat. (&amp; don't tell me hate doesn't exist!)	0	0	1	0	0	0
2018-En-03196	Sometimes it takes sadness to know happiness, noise to appreciate silence and absence to value presence.	0	0	0	0	1	0
2018-En-04364	@BeckAdlington Always saddens me when marriage doesn't work. It's never helps when people get involved and start twisting things too..	0	0	0	0	1	0
2018-En-01505	Never underestimate yourself ; you might be the little voice of reason.... #do #good #believe #rise #communicate #respect #love #everyone 😘	0	0	0	1	0	0
2018-En-00247	Some white folks were jumping in joy when they thought Floyd Mayweather was broke 😂	0	0	0	1	0	0
2018-En-01885	nothing happened to make me sad but i almost burst into tears like 3 times today¿	0	0	0	0	1	0
2018-En-03316	Shortest horror story: School tomorrow	0	0	1	0	0	0
2018-En-01949	That heartbreaking moment when you realise that @OfficialKimlee has stopped following you on Twitter. #depressed #cryinginmysleep	0	0	0	0	1	0
2018-En-02060	Dro and his teeth are still fine tho #insecure	0	0	1	0	0	0
2018-En-04109	There's nothing more #depressing to me than thinking about how many times I will shave my legs in my lifetime. #showerthoughts #writer	0	0	0	0	1	0
2018-En-01377	@stevenwardill @AnnastaciaMP Have you ever been to one of these things where someone wasn't unhappy?	0	0	0	0	1	0
2018-En-01985	Thank you, @realDonaldTrump, for using the Afghanistan policy of #44... he was pretty smart! \n\nP.S. Do not look directly at the sun! #bad	0	1	0	0	0	0
2018-En-00553	The irritation over chogiwa is worth it!! Happy 100M views to #EXO \nFLOP NUGU AGAIN?!?!	0	0	0	1	0	0
2018-En-00130	what will we do when #GoTS7 is over? im starting acknowledging  #endoftheworld #GameOfThrones #dontleaveusjustyet	0	0	0	0	1	0
2018-En-04346	My grace is sufficient for you...#motivation #bible #optimism	0	0	0	1	0	0
2018-En-00163	When people tell me they're a huge fan of #LordOfTheRings, but they've never read any of the books...\n\n#sadness #despair #misery #covfefe	0	0	0	0	1	0
2018-En-01359	@vvixie Thanks bby 💚 tiff got a pair too so I'll probably steal hers lol	0	0	0	1	0	0
2018-En-01688	@rachcolours But smiling 😄☔️	0	0	0	1	0	0
2018-En-00738	@riley_sager Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor🇬🇧	0	0	0	1	0	0
2018-En-03993	@fredonair I always laugh during horror movies	0	0	0	1	0	0
2018-En-04270	5,877 #impressions over the last 24 hours. I've had an insightful #pleasure enlightening you all today, I hope I have been of #service. #USA	0	0	0	1	0	0
2018-En-01605	@Mike_J_Lord You're welcome 😃	0	0	0	1	0	0
2018-En-04260	It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja	0	0	0	0	1	0
2018-En-03789	Difficult roads often lead to Beautiful destinations! #keepgoing #keeppushing #startsomewhere #key #start	0	0	0	1	0	0
2018-En-02359	And this, our life, exempt from public haunt, finds tongues in trees, books in the running brooks, sermons in stones, and good in everythin…	0	0	0	0	0	1
2018-En-00486	@hitRECordJoe Rectify: a man must rediscover life after being released from death row for a crime he may/ may not have committed. #brilliant	0	0	0	1	0	0
2018-En-03969	@Jesus_Luvs_Us Hello Jillian &amp; JC - a nice wisg from Betty for blessings to us all - I wish you the same - have a wonderful Tuesday! 😀	0	0	0	1	0	0
2018-En-02435	dark lucha truly is the best	0	0	0	1	0	0
2018-En-00756	I've seen the innocence leave your eyes. I still mourn this death.	0	0	0	0	1	0
2018-En-01780	@sarah_edo Just what in the hell is that supposed to mean? #offended j/k :cD	1	0	0	0	0	0
2018-En-01558	You know you chose a good husband when he prepares lunch for you early in the morning 💞 #tears	0	0	0	1	0	0
2018-En-00886	Just seeing school idols fills me with energy, makes me want to cheer for them and makes me also want to sing and dance together with them!	0	0	0	1	0	0
2018-En-02984	@PeriodLivingMag Even if you have a #small #space, you can ave a #great one! These #tiny #bathrooms definitely prove it! ~JMK	0	0	0	1	0	0
2018-En-03496	The best bridge between despair and hope is a good night's sleep.	0	0	0	0	1	0
2018-En-00304	Thank God for grace 	0	0	0	1	0	0
2018-En-00066	@AmyAndrewsFOX2 Good morning Amy #smiles  😀 It's good to be a @Lions fan. ☕☀👚👠😎😘	0	0	0	1	0	0
2018-En-00508	@UKRunChat @GlosCityMara I'd look a forlorn figure running as Robin, minus his sidekick.	1	0	0	0	0	0
2018-En-01105	Is it okay to think you are going to die alone? #sadness	0	0	0	0	1	0
2018-En-04030	@PearlJam YES!!! Love it!!! 💞💞💞🎶🎶🎶🎥⚾⚾⚾👏👏👏 #thankyou #awesomeness	0	0	0	1	0	0
2018-En-00475	@SonaFanArt Isnt it too early? Thats really interesting 😦 i wonder what are they filming in kusadasi. It makes me so excited  :)	0	0	0	1	0	0
2018-En-02591	@shreyaghoshal Waiting for the FV live session #excited #Happy Bdw you have to sings lots of songs for us during this session	0	0	0	1	0	0
2018-En-01823	i want to ruffle jungkook's hair.... this is so sad	0	0	0	0	1	0
